mac,brand
08-00-77,TSL Communications Ltd
08-00-74,Casio Computer Ltd
08-00-6E,Masscomp
08-00-68,Ridge Computers
08-00-63,Plessey
08-00-7B,Sanyo Electric Ltd
08-00-7C,Vitalink Communications Corp.
00-00-DF,Bell & Howell Pub Sys Div
00-00-F9,Quotron Systems Inc.
08-00-60,Industrial Networking Inc.
08-00-4C,Hydra Computer Systems Inc.
08-00-47,Sequent Computer Systems Inc.
08-00-4A,Banyan Systems Inc.
08-00-44,David Systems Inc.
08-00-41,Racal-Milgo Information Sys..
08-00-35,Microfive Corporation
08-00-32,Tigan Incorporated
08-00-8D,Xyvision Inc.
08-00-15,STC Business Systems
08-00-66,Agfa Corporation
08-00-04,Cromemco Incorporated
00-01-C8,Conrad Corp.
08-00-3F,Fred Koschara Enterprises
08-00-0B,Unisys Corporation
00-DD-01,Ungermann-Bass Inc.
00-DD-06,Ungermann-Bass Inc.
AA-00-03,Digital Equipment Corporation
00-00-00,Xerox Corporation
08-00-21,3M Company
02-BB-01,Octothorpe Corp.
08-00-8A,PerfTech Inc.
00-00-3E,Simpact
00-DD-02,Ungermann-Bass Inc.
00-DD-04,Ungermann-Bass Inc.
02-60-86,Logic Replacement Tech Ltd
08-00-30,Cern
74-DA-88,TP-Link Technologies Ltd
CC-32-E5,TP-Link Technologies Ltd
1C-3B-F3,TP-Link Technologies Ltd
3C-86-D1,Vivo Mobile Communication Ltd
30-1B-97,Lierda Science & Technology Group Ltd
2C-D2-E3,Guangzhou Aoshi Electronic Ltd
14-59-C3,Creative Chips GmbH
A0-D8-6F,Argo AI LLC
E4-67-1E,SHEN ZHEN NUO XIN CHENG TECHNOLOGY Ltd
68-27-19,Microchip Technology Inc.
24-C1-7A,Beijing Iactive Network Ltd
1C-9C-8C,Juniper Networks
A4-C9-39,Guangdong Oppo Mobile Telecommunications Corp Ltd
34-D7-72,Xiamen Yudian Automation Technology Ltd
C0-DC-DA,Samsung Electronics Ltd
04-B4-29,Samsung Electronics Ltd
48-79-4D,Samsung Electronics Ltd
44-F9-71,Shenzhen Mercury Communication Technologies Ltd
18-F9-C4,BAE Systems
60-AB-D2,Bose Corporation
F0-EF-86,Google Inc.
E4-C0-CC,China Mobile Group Device Ltd
5C-B1-3E,Sagemcom Broadband SAS
F4-E5-F2,Huawei Technologies Ltd
54-13-10,Huawei Technologies Ltd
8C-E5-EF,Huawei Technologies Ltd
A4-CD-23,Shenzhenshi Xinzhongxin Ltd
B8-3A-5A,Aruba Networks HP
E4-AA-EA,Liteon Technology Corporation
A0-94-6A,Shenzhen XGTEC Technology Ltd
1C-2A-A3,Shenzhen HongRui Optical Technology Ltd
38-8E-7A,Autoit
4C-71-0C,Cisco Systems Inc.
4C-71-0D,Cisco Systems Inc.
9C-31-C3,BSkyB Ltd
6C-24-A6,Vivo Mobile Communication Ltd
9C-5F-5A,Guangdong Oppo Mobile Telecommunications Corp Ltd
E4-47-B3,ZTE Corporation
FC-DB-21,Samsara Networks Inc
60-77-71,Texas Instruments
D8-CF-89,Beijing DoSee Science and Technology Ltd
04-AA-E1,Beijing Microvision Technology Ltd
44-DC-4E,Itel Mobile Limited
38-2A-19,Technica Engineering GmbH
74-D6-54,Gint
B4-E8-C9,XADA Technologies
7C-21-0E,Cisco Systems Inc.
94-2D-DC,Samsung Electronics Ltd
54-F2-94,Huawei Device Ltd
24-5A-B5,Samsung Electronics Ltd
C0-D2-DD,Samsung Electronics Ltd
AC-1E-92,Samsung Electronics Ltd
00-68-EB,HP Inc.
7C-B3-7B,Qingdao Intelligent & Precise Electronics Ltd
48-4C-86,Huawei Device Ltd
88-12-3D,Suzhou Aquila Solutions Inc.
48-21-0B,Pegatron Corporation
A0-1C-8D,Huawei Technologies Ltd
7C-31-0E,Cisco Systems Inc.
F4-DE-AF,Huawei Technologies Ltd
60-12-3C,Huawei Technologies Ltd
48-A5-E7,Nintendo Ltd
08-2C-B6,Apple
F8-4E-73,Apple
B4-26-5D,Taicang T&W Electronics
F0-78-07,Apple
3C-CD-36,Apple
D4-B7-09,ZTE Corporation
38-14-4E,Fiberhome Telecommunication Technologies Ltd
AC-BD-0B,Leimac Ltd
E0-CC-F8,Xiaomi Communications Ltd
98-52-4A,Technicolor CH USA Inc.
38-68-A4,Samsung Electronics Ltd
B4-A5-AC,Guangdong Oppo Mobile Telecommunications Corp Ltd
1C-78-4E,China Mobile Iot Limited Company
84-3E-79,Shenzhen Belon Technology Ltd
B8-19-04,Nokia Shanghai Bell Ltd
F4-A5-9D,Huawei Device Ltd
E0-F4-42,Huawei Device Ltd
F0-C4-2F,Huawei Device Ltd
C0-B4-7D,Huawei Device Ltd
44-46-87,Realme Chongqing MobileTelecommunications Corp Ltd
E8-26-89,Aruba Networks HP
20-F3-75,ARRIS Group Inc.
84-BB-69,ARRIS Group Inc.
10-5F-D4,Tendyron Corporation
8C-E3-8E,Kioxia Corporation
A0-B4-39,Cisco Systems Inc.
A4-B4-39,Cisco Systems Inc.
00-10-38,Micro Research Ltd
E8-1B-4B,amnimo Inc.
CC-F4-11,Google Inc.
9C-2D-CF,Shishi Tongyun Technology(Chengdu) Ltd
94-24-B8,Gree Electric Appliances Inc. Of Zhuhai
C8-03-F5,Ruckus Wireless
00-0D-0A,Barco Projection Systems NV
C4-67-D1,Huawei Technologies Ltd
9C-8A-CB,Juniper Networks
C8-C4-65,Huawei Technologies Ltd
1C-43-63,Huawei Technologies Ltd
94-29-2F,New H3C Technologies Ltd
D4-9A-A0,Vnpt Technology
F8-0F-F9,Google Inc.
8C-5A-C1,Huawei Device Ltd
A8-5A-E0,Huawei Device Ltd
A4-B6-1E,Huawei Device Ltd
C4-FE-5B,Guangdong Oppo Mobile Telecommunications Corp Ltd
C0-39-37,Gree Electric Appliances Inc. Of Zhuhai
B4-4C-3B,Zhejiang Dahua Technology Ltd
40-A2-DB,Amazon Technologies Inc.
4C-6C-13,IoT Company Solucoes Tecnologicas Ltda
A8-85-D7,Sangfor Technologies Inc.
44-4A-DB,Apple
84-F8-83,Luminar Technologies
9C-A5-13,Samsung Electronics Ltd
10-39-E9,Juniper Networks
30-90-48,Apple
D4-1F-0C,JAI Manufacturing
C8-FA-84,Trusonus Corp.
C4-02-E1,Khwahish Technologies Private Limited
F8-5B-3B,Askey Computer Corp
78-6D-EB,GE Lighting
88-E9-A4,Hewlett Packard Enterprise
28-63-BD,Aptiv Services US LLC
1C-72-1D,Dell Inc.
F4-1C-95,Beijing Yunyi Times Technology Ltd
A0-68-7E,ARRIS Group Inc.
A8-70-5D,ARRIS Group Inc.
54-65-03,Quectel Wireless Solutions Ltd
9C-97-89,1MORE
1C-05-B7,Chongqing Trantor Technology Ltd
00-0E-F3,Smartlabs Inc.
A0-43-B0,Hangzhou BroadLink Technology Ltd
74-AC-B9,Ubiquiti Networks Inc.
F4-92-BF,Ubiquiti Networks Inc.
D8-C5-61,CommFront Communications Pte Ltd
0C-29-EF,Dell Inc.
60-D8-9C,HMD Global Oy
F8-2E-8E,Nanjing Kechen Electric Ltd
B4-C9-B9,Sichuan AI-Link Technology Ltd
F0-46-3B,Comcast Cable Corporation
68-D7-9A,Ubiquiti Networks Inc.
1C-63-BF,Shenzhen Broadtel Telecom Ltd
AC-36-51,Jiangsu Hengtong Terahertz Technology Ltd
68-4A-76,eero Inc.
68-8F-C9,Zhuolian (Shenzhen) Communication Ltd
F0-81-75,Sagemcom Broadband SAS
D8-47-32,TP-Link Technologies Ltd
28-64-B0,Huawei Device Ltd
04-F1-69,Huawei Device Ltd
50-21-EC,Huawei Device Ltd
8C-68-3A,Huawei Technologies Ltd
B4-6E-08,Huawei Technologies Ltd
00-5E-0C,HMD Global Oy
B4-81-07,Shenzhen Chuangwei-RGB Electronics Ltd
70-66-55,Azurewave Technologies Inc.
64-7C-34,Ubee Interactive Ltd
6C-38-A1,Ubee Interactive Ltd
78-53-0D,Shenzhen Skyworth Digital Technology Ltd
0C-48-C6,Celestica Inc.
A4-29-85,Sichuan AI-Link Technology Ltd
78-AC-44,Dell Inc.
B8-D4-E7,Aruba Networks HP
D8-4C-90,Apple
24-D0-DF,Apple
6C-4A-85,Apple
28-F0-33,Apple
20-9E-F7,Extreme Networks Inc.
BC-09-63,Apple
18-58-69,Sailer Electronic Ltd
BC-2D-EF,Realme Chongqing Mobile Telecommunications Corp Ltd
78-81-CE,China Mobile Iot Limited Company
BC-FF-21,Smart Code(Shenzhen)Technology Ltd
44-5C-E9,Samsung Electronics Ltd
C0-16-92,China Mobile Group Device Ltd
38-17-30,Ulrich Lippert GmbH & Co KG
40-2E-71,Texas Instruments
70-76-DD,OxyGuard Internation A/S
94-E9-EE,Huawei Device Ltd
28-E3-4E,Huawei Technologies Ltd
D4-52-EE,BSkyB Ltd
E0-23-FF,Fortinet Inc.
8C-59-DC,ASR Microelectronics (Shanghai) Ltd
18-82-8C,Arcadyan Corporation
9C-F0-29,Integrated Device Technology (Malaysia) Sdn. Bhd.
28-56-C1,Harman/Becker Automotive Systems GmbH
78-B8-D6,Zebra Technologies Inc.
BC-4A-56,Cisco Systems Inc.
6C-61-F4,SFR
F4-90-CB,IEEE Registration Authority
00-10-7F,Crestron Electronics Inc.
00-1B-85,MAN Energy Solutions
58-49-3B,Palo Alto Networks
00-1B-17,Palo Alto Networks
58-59-C2,Extreme Networks Inc.
B8-2F-CB,CMS Electracom
10-CE-45,Miromico AG
78-7D-53,Extreme Networks Inc.
7C-95-B1,Extreme Networks Inc.
EC-68-81,Palo Alto Networks
78-6D-94,Palo Alto Networks
F8-AF-05,Huawei Device Ltd
4C-FC-AA,Tesla,Inc.
CC-AB-2C,HUMAX Ltd
6C-6D-09,Kyowa Electronics Ltd
24-43-E2,DASAN Network Solutions
A8-6A-BB,Sagemcom Broadband SAS
90-17-3F,Huawei Technologies Ltd
A0-FF-70,Technicolor CH USA Inc.
60-7E-CD,Huawei Technologies Ltd
54-8A-BA,Cisco Systems Inc.
C8-07-39,NAKAYO Inc
8C-7C-FF,Brocade Communications Systems LLC
AC-3C-8E,Flextronics Computing(Suzhou) Ltd
40-62-34,Telink Semiconductor (Shanghai) Ltd
88-94-71,Brocade Communications Systems LLC
78-A6-E1,Brocade Communications Systems LLC
00-94-EC,Huawei Device Ltd
74-45-2D,Huawei Device Ltd
A4-50-06,Shenzhen Huachuang Shidai Technologyco Ltd
C8-71-25,Johnson Outdoors Marine Electronics d/b/a Minnkota
68-6D-BC,Hangzhou Hikvision Digital Technology Ltd
80-CF-A2,Huawei Device Ltd
08-03-42,Palo Alto Networks
FC-3D-A5,Arcadyan Corporation
EC-4F-82,Calix Inc.
44-65-7F,Calix Inc.
48-77-46,Calix Inc.
EC-6C-B5,ZTE Corporation
C0-B1-01,ZTE Corporation
14-01-52,Samsung Electronics Ltd
BC-33-AC,Silicon Laboratories
94-FB-A7,IEEE Registration Authority
98-8E-79,Qudelix Inc.
98-F6-21,Xiaomi Communications Ltd
C0-3E-BA,Dell Inc.
C0-39-5A,Zhejiang Dahua Technology Ltd
20-64-CB,Guangdong Oppo Mobile Telecommunications Corp Ltd
F0-55-01,Huawei Device Ltd
7C-F2-DD,Vence Corp
D0-76-8F,Calix Inc.
14-13-FB,Huawei Technologies Ltd
00-E0-B7,Cosworth Electronics Ltd
A4-93-40,Beijing Supvan Information Technology Ltd
F8-E8-77,Harman/Becker Automotive Systems GmbH
A0-9B-12,China Mobile IOT Company Limited
94-08-53,Liteon Technology Corporation
B4-9E-80,Sichuan Changhong Electric Ltd
00-E2-2C,China Mobile Group Device Ltd
78-11-00,Quantumsolution
E8-7F-95,Apple
88-C0-8B,Apple
74-AB-93,Blink by Amazon
7C-A9-6B,Syrotech Networks Ltd
98-06-3C,Samsung Electronics Ltd
38-DE-AD,Intel Corporation
D4-6D-6D,Intel Corporation
B4-69-21,Intel Corporation
F8-F2-1E,Intel Corporation
74-A7-EA,Amazon Technologies Inc.
4C-7C-D9,Apple
F0-D7-AF,IEEE Registration Authority
7C-B2-7D,Intel Corporation
04-ED-33,Intel Corporation
5C-80-B6,Intel Corporation
84-C5-A6,Intel Corporation
AC-67-5D,Intel Corporation
F8-E4-E3,Intel Corporation
D8-4F-37,Proxis, spol. s r.o.
AC-12-03,Intel Corporation
DC-1B-A1,Intel Corporation
5C-A5-BC,eero Inc.
04-33-C2,Intel Corporation
C8-58-C0,Intel Corporation
64-BC-58,Intel Corporation
A4-C3-F0,Intel Corporation
50-76-AF,Intel Corporation
DC-91-BF,Amazon Technologies Inc.
E0-92-A7,Feitian Technologies Ltd
08-B0-A7,Truebeyond Ltd
C0-63-69,Binxin Technology(Zhejiang) Ltd
18-41-FE,Digital 14
6C-CE-44,1MORE
B0-76-1B,Huawei Technologies Ltd
A4-11-62,Arlo Technology
00-1D-05,Cooper Lighting Solutions
8C-0E-60,Nanjing Juplink Intelligent Technologies Ltd
18-AB-1D,Samsung Electronics Ltd
BC-E9-2F,HP Inc.
84-37-D5,Samsung Electronics Ltd
34-82-C5,Samsung Electronics Ltd
84-D8-1B,TP-Link Technologies Ltd
E8-A2-45,Juniper Networks
88-29-49,Renesas Electronics (Penang) Sdn. Bhd.
F8-64-B8,ZTE Corporation
14-51-20,Huawei Device Ltd
C0-D1-93,Huawei Device Ltd
3C-84-6A,TP-Link Technologies Ltd
78-04-E3,Huawei Device Ltd
A4-3B-0E,Huawei Device Ltd
24-A1-60,Espressif Inc.
DC-AE-EB,Ruckus Wireless
24-81-C7,Huawei Device Ltd
FC-86-2A,Huawei Device Ltd
1C-3D-2F,Huawei Technologies Ltd
EC-75-3E,Huawei Technologies Ltd
90-91-64,ChongQing Lavid Technology Ltd
EC-DB-86,API-K
48-43-DD,Amazon Technologies Inc.
08-38-69,Hong Kong AMobile Intelligent Corp. Limited Taiwan Branch
D8-9E-D4,Fiberhome Telecommunication Technologies Ltd
84-03-28,Juniper Networks
00-1C-FC,Sumitomo Electric Industries Ltd
00-16-36,Quanta Computer Inc.
54-F1-5F,Sichuan AI-Link Technology Ltd
E0-79-C4,iRay Technology Company Limited
88-40-67,Infomark
AC-95-72,Jovision Technology Ltd
40-D2-5F,Itel Mobile Limited
A8-03-2A,Espressif Inc.
00-19-F5,Imagination Technologies Ltd
00-CB-BD,Cambridge Broadband Networks Group
58-94-A2,KETEK GmbH
4C-22-19,Yuanfudao HK LTD
54-D9-C6,Huawei Device Ltd
30-8A-F7,Huawei Device Ltd
64-E7-D8,Samsung Electronics Ltd
D8-EF-42,Huawei Device Ltd
80-CC-12,Huawei Device Ltd
18-AA-0F,Huawei Device Ltd
B0-A4-60,Intel Corporation
AC-9A-96,Maxlinear Inc.
8C-70-86,Gesellschaft fur Sonder-EDV-Anlagen mbH
1C-28-AF,Aruba Networks HP
E4-24-6C,Zhejiang Dahua Technology Ltd
E8-EB-1B,Microchip Technology Inc.
84-02-83,HUMAX Ltd
68-D6-ED,GooWi Wireless Technology Ltd
00-E4-06,Huawei Technologies Ltd
44-22-7C,Huawei Technologies Ltd
CC-B1-82,Huawei Technologies Ltd
48-90-2F,LG Electronics (Mobile Communications)
28-B7-7C,IEEE Registration Authority
28-C2-1F,Samsung Electro-Mechanics(Thailand)
5C-7D-7D,Technicolor CH USA Inc.
F4-BF-A8,Juniper Networks
C0-61-9A,IEEE Registration Authority
C4-2B-44,Huawei Device Ltd
F8-A2-6D,Canon Inc.
74-42-7F,AVM Audiovisuelles Marketing und Computersysteme GmbH
40-06-34,Huawei Device Ltd
70-61-EE,Sunwoda Electronic Ltd
14-3F-C3,SnapAV
20-9A-7D,Sagemcom Broadband SAS
74-F9-CA,Nintendo Ltd
50-C6-8E,Biwin Semiconductor (HK) Company LTD
04-E7-95,Huawei Technologies Ltd
A0-D0-DC,Amazon Technologies Inc.
68-9E-0B,Cisco Systems Inc.
C8-FE-6A,Juniper Networks
80-CA-4B,Shenzhen Gongjin Electronics Ltd
64-F5-4E,EM Microelectronic
10-27-79,Sadel S.p.A.
C4-DD-57,Espressif Inc.
70-2F-4B,Steelcase Inc.
E4-75-DC,Arcadyan Corporation
C4-16-88,Huawei Device Ltd
64-B0-E8,Huawei Device Ltd
BC-A5-A9,Apple
20-E2-A8,Apple
A0-FB-C5,Apple
30-A9-98,Huawei Device Ltd
00-7D-60,Apple
EC-C3-02,HUMAX Ltd
98-C9-7C,Shenzhen iComm Semiconductor Ltd
00-C3-43,E-T-A Circuit Breakers Ltd
58-20-8A,IEEE Registration Authority
00-90-D2,Artel Video Systems
F0-AA-0B,Arra Networks/ Spectramesh
94-56-41,Palo Alto Networks
80-F5-B5,Texas Instruments
1C-30-08,Hui Zhou Gaoshengda Technology Ltd
98-06-3A,Home Control Singapore Pte Ltd
B4-BA-12,China Mobile (Hangzhou) Information Technology Ltd
5C-F9-FD,Taicang T&W Electronics
38-98-E9,Huawei Device Ltd
48-A5-16,Huawei Device Ltd
18-36-72,Shaoxing ShunChuang Technology Ltd
28-DE-65,Aruba Networks HP
B0-A6-51,Cisco Systems Inc.
D4-91-0F,Amazon Technologies Inc.
B8-5F-B0,Huawei Technologies Ltd
C4-FB-AA,Huawei Technologies Ltd
AC-DC-CA,Huawei Technologies Ltd
C0-78-31,Huawei Device Ltd
84-CC-63,Huawei Device Ltd
E0-E0-C2,China Mobile Group Device Ltd
F0-64-26,Extreme Networks Inc.
70-3A-2D,Shenzhen V-Link Technology Ltd
1C-45-C2,Huizhou City Sunsin lntelligent Technology Ltd
7C-4E-09,Shenzhen Skyworth Wireless Technology Ltd
EC-7E-91,Itel Mobile Limited
FC-96-43,Juniper Networks
A8-B0-88,eero Inc.
00-1A-65,Seluxit
28-0F-C5,Beijing Leadsec Technology Ltd
1C-EC-72,Allradio Ltd
E0-E1-A9,Shenzhen Four Seas Global Link Network Technology Ltd
6C-14-14,BUJEON ELECTRONICS Ltd
C4-3C-EA,Buffalo Inc.
B0-EC-DD,Huawei Technologies Ltd
AC-67-84,Google Inc.
90-DE-80,Shenzhen Century Xinyang Technology Ltd
E4-DC-43,Huawei Device Ltd
24-30-F8,Huawei Device Ltd
9C-5F-B0,Samsung Electronics Ltd
E8-7F-6B,Samsung Electronics Ltd
FC-B6-9D,Zhejiang Dahua Technology Ltd
18-5B-B3,Samsung Electronics Ltd
94-F2-BB,Valeo Vision Systems
64-20-E0,T3 Technology Ltd
5C-C0-A0,Huawei Technologies Ltd
04-F3-52,Huawei Technologies Ltd
EC-A1-D1,Huawei Technologies Ltd
A4-6D-A4,Huawei Technologies Ltd
48-8B-0A,Cisco Systems Inc.
24-94-CB,ARRIS Group Inc.
78-6A-1F,ARRIS Group Inc.
8C-7A-15,Ruckus Wireless
84-11-C2,IEEE Registration Authority
28-AD-18,Hui Zhou Gaoshengda Technology Ltd
24-A4-87,Huawei Device Ltd
C4-5A-86,Huawei Device Ltd
20-AC-9C,China Telecom Corporation Limited
74-78-27,Dell Inc.
94-09-D3,Shenzhen maxtopic technology Ltd
58-D5-6E,D-Link International
F4-8C-EB,D-Link International
EC-AD-E0,D-Link International
34-0A-33,D-Link International
BC-62-CE,Shenzhen Netis Technology Ltd
78-2E-56,China Mobile Group Device Ltd
C4-0B-31,Apple
30-24-A9,HP Inc.
A8-6E-4E,Huawei Device Ltd
94-5F-34,Renesas Electronics (Penang) Sdn. Bhd.
60-3C-EE,LG Electronics (Mobile Communications)
2C-4A-11,Ciena Corporation
1C-4C-48,Itel Mobile Limited
C4-CB-54,Fibocom Auto Inc.
10-2D-31,Shenzhen Americas Trading Company LLC
2C-07-86,Huawei Device Ltd
0C-35-4F,Nokia
60-81-2B,Astronics Custom Control Concepts
F8-A7-3A,Cisco Systems Inc.
B8-11-4B,Cisco Systems Inc.
30-E2-83,Texas Instruments
00-02-C7,Alpsalpine Ltd
FC-62-B9,Alpsalpine Ltd
60-38-0E,Alpsalpine Ltd
28-A1-83,Alpsalpine Ltd
00-1E-3D,Alpsalpine Ltd
48-F0-7B,Alpsalpine Ltd
00-14-5A,Westermo Neratec AG
1C-D1-BA,Fiberhome Telecommunication Technologies Ltd
A8-99-DC,i-TOP DESING TECHNOLOGY Ltd
B0-7B-25,Dell Inc.
84-EA-ED,Roku Inc.
00-12-AD,Vivavis AG
E0-29-67,HMD Global Oy
98-8B-69,Shenzhen hylitech Ltd
18-14-6C,Zhejiang Tmall Technology Ltd
3C-20-93,GD Midea Air-Conditioning Equipment Ltd
9C-05-67,Honor Device Ltd
B0-7D-64,Intel Corporation
00-42-38,Intel Corporation
C0-E3-FB,Huawei Technologies Ltd
80-4B-50,Silicon Laboratories
40-89-A8,WiredIQ LLC
68-3F-7D,Ingram Micro Services
74-8F-4D,duagon Germany GmbH
08-79-8C,Huawei Technologies Ltd
50-C3-A2,nFore Technology Ltd
54-DB-A2,Fibrain
08-9B-B9,Nokia Solutions and Networks GmbH & Co. KG
44-AE-25,Cisco Systems Inc.
BC-E7-12,Cisco Systems Inc.
64-A1-98,Huawei Device Ltd
5C-9A-A1,Huawei Device Ltd
60-55-F9,Espressif Inc.
8C-EA-48,Samsung Electronics Ltd
00-5F-67,TP-Link Corporation Limited
BC-F4-5F,ZTE Corporation
B0-BD-1B,Dongguan Liesheng Electronic Ltd
10-96-93,Amazon Technologies Inc.
34-AF-B3,Amazon Technologies Inc.
14-18-C3,Intel Corporation
24-ED-FD,Siemens Canada Limited
6C-CD-D6,Netgear
54-07-64,Huawei Device Ltd
DC-D7-A0,Huawei Device Ltd
9C-68-65,Fiberhome Telecommunication Technologies Ltd
38-3D-5B,Fiberhome Telecommunication Technologies Ltd
A0-62-FB,Hisense Visual Technology Ltd
98-77-E7,Kaonmedia Ltd
78-D4-F1,IEEE Registration Authority
B0-16-56,Huawei Technologies Ltd
04-79-75,Honor Device Ltd
DC-90-20,Ruru TEK Private Limited
38-10-F0,Aruba Networks HP
F8-8F-07,Samsung Electronics Ltd
14-EB-08,Huawei Technologies Ltd
A8-42-A7,Jiangsu Huitong Group Ltd
2C-D2-6B,FN-Link Technology Limited
B8-8D-F1,Nanjing BigFish Semiconductor Ltd
6C-4A-74,Aerodisk LLC
40-DE-17,Shenzhen Lanfeng Times Industrial Ltd
F0-16-28,Technicolor (China) Technology Ltd
68-57-2D,Tuya Smart Inc.
08-A7-C0,Technicolor CH USA Inc.
28-5B-0C,Sichuan Jiuzhou Electronic Technology Ltd
14-89-CB,Huawei Technologies Ltd
6C-26-36,Huawei Technologies Ltd
48-68-4A,Intel Corporation
BC-F1-71,Intel Corporation
84-71-6A,Huawei Device Ltd
48-8C-63,Huawei Device Ltd
70-DD-EF,Huawei Device Ltd
54-A6-DB,Huawei Device Ltd
58-56-C2,Huawei Technologies Ltd
A0-36-79,Huawei Technologies Ltd
B8-D6-F6,Huawei Technologies Ltd
2C-52-AF,Huawei Technologies Ltd
14-98-77,Apple
88-66-5A,Apple
B0-E5-F9,Apple
AC-17-C8,Cisco Meraki
98-18-88,Cisco Meraki
4C-C8-A1,Cisco Meraki
58-FB-96,Ruckus Wireless
F0-62-5A,Realme Chongqing Mobile Telecommunications Corp Ltd
64-E0-AB,Unionman Technology Ltd
AC-23-16,Mist Systems Inc.
2C-00-AB,ARRIS Group Inc.
3C-E3-6B,Zhejiang Dahua Technology Ltd
5C-17-20,Huawei Device Ltd
98-3F-66,Wuhan Funshion Online Technologies Ltd
60-5E-4F,Huawei Device Ltd
1C-E6-AD,Huawei Device Ltd
50-97-07,Xiamen Paperang Technology Ltd
EC-63-D7,Intel Corporation
14-85-7F,Intel Corporation
7C-9F-07,CIG Shanghai Ltd
1C-87-E3,Tecno Mobile Limited
94-E2-3C,Intel Corporation
20-B7-30,TeconGroup Inc.
48-88-99,Shenzhen SuperElectron Technology Ltd
DC-B1-31,Shenzhen Huaruian Technology Ltd
94-A4-F9,Huawei Technologies Ltd
6C-34-91,Huawei Technologies Ltd
E8-4D-74,Huawei Technologies Ltd
CC-89-5E,Huawei Technologies Ltd
80-44-FD,China Mobile (Hangzhou) Information Technology Ltd
F4-6A-D7,Microsoft Corporation
48-1F-2D,Shenzhen Jie Shi Lian Industrial Ltd
8C-73-A0,Fiberhome Telecommunication Technologies Ltd
14-09-B4,ZTE Corporation
10-10-81,ZTE Corporation
78-CF-F9,Huawei Device Ltd
A8-E8-1E,ATW Technology Inc.
F8-85-F9,Calix Inc.
CC-88-C7,Aruba Networks HP
F8-1A-2B,Google Inc.
F4-A8-0D,Wistron InfoComm(Kunshan) Ltd
08-A1-89,Hangzhou Hikvision Digital Technology Ltd
80-F3-EF,Facebook Technologies LLC
3C-A8-ED,smart light technology
04-C2-9B,Aura Home Inc.
14-3B-42,Realfit(Shenzhen) Intelligent Technology Ltd
EC-2E-98,Azurewave Technologies Inc.
38-F3-AB,LCFC(HeFei) Electronics Technology Ltd
50-AE-86,Linkintec Ltd
38-B3-F7,Huawei Device Ltd
84-E9-86,Huawei Device Ltd
AC-1F-0F,Texas Instruments
74-D2-85,Texas Instruments
60-15-92,IEEE Registration Authority
10-C9-CA,Ace Technology Corp.
BC-FA-B8,Guangzhou Shiyuan Electronic Technology Company Limited
D4-77-98,Cisco Systems Inc.
A0-4A-5E,Microsoft Corporation
EC-02-73,Aruba Networks HP
F4-B1-C2,Zhejiang Dahua Technology Ltd
A4-DA-D4,Yamato Denki Ltd
10-94-97,Logitech Hong Kong
00-14-1D,KEBA Industrial Automation Germany GmbH
E0-DA-90,Huawei Technologies Ltd
A4-A4-6B,Huawei Technologies Ltd
A0-D7-A0,Huawei Device Ltd
40-E6-4B,Apple
B4-FA-48,Apple
94-3C-C6,Espressif Inc.
8C-83-FC,Axioma Metering UAB
F0-2F-4B,Apple
60-A4-B7,TP-Link Corporation Limited
60-C5-E6,Skullcandy
38-F3-FB,Asperiq
A4-58-02,Shin-IL Tech
38-AF-D0,Nevro
00-A0-0E,Netscout Systems Inc
30-A6-12,Shenzhen Hugsun Technology Ltd
EC-B4-E8,Wistron Mexico SA de CV
10-38-1F,Sichuan AI-Link Technology Ltd
3C-7A-C4,Chemtronics
54-14-F3,Intel Corporation
5C-C8-E3,Shintec Hozumi Ltd
18-BB-41,Huawei Device Ltd
78-18-A8,Huawei Device Ltd
80-72-64,Huawei Device Ltd
54-F6-E2,Huawei Technologies Ltd
A8-50-81,Huawei Technologies Ltd
E8-F6-54,Huawei Technologies Ltd
20-87-EC,Huawei Technologies Ltd
6C-FE-54,Intel Corporation
08-6A-C5,Intel Corporation
8C-36-7A,Palo Alto Networks
1C-FF-59,Sichuan Tianyi Comheart Telecom Ltd
C0-1B-23,Sichuan Tianyi Comheart Telecom Ltd
10-1E-DA, Ingenico Terminals SAS
8C-6A-8D,Technicolor CH USA Inc.
68-DD-D9,HMD Global Oy
3C-19-5E,Samsung Electronics Ltd
6C-94-66,Intel Corporation
4C-3B-6C,Garo AB
FC-37-2B,Sichuan Tianyi Comheart Telecom Ltd
7C-CC-1F,Sichuan Tianyi Comheart Telecom Ltd
5C-4A-1F,Sichuan Tianyi Comheart Telecom Ltd
24-8B-E0,Sichuan Tianyi Comheart Telecom Ltd
9C-9C-40,Sichuan Tianyi Comheart Telecom Ltd
54-E0-61,Sichuan Tianyi Comheart Telecom Ltd
18-75-32,Sichuan Tianyi Comheart Telecom Ltd
78-B8-4B,Sichuan Tianyi Comheart Telecom Ltd
D4-41-65,Sichuan Tianyi Comheart Telecom Ltd
EC-8A-C4,Amazon Technologies Inc.
44-35-6F,Neterix Ltd
00-22-89, Vanderlande APC Inc.
50-8A-06,Tuya Smart Inc.
D4-08-68,Beijing Lanxum Computer Technology Ltd
B8-14-5C,Huawei Device Ltd
C8-9D-18,Huawei Device Ltd
C4-80-25,Huawei Device Ltd
DC-03-98,LG Innotek
E8-DA-00,Kivo Technology Inc.
CC-B5-D1,Beijing Xiaomi Mobile Software Ltd
